Id da Organização,Deployment,API,Version,Data
96348677,Sinistro,claim-notification-damages,v1.3,30-07-2024
03730204,Claim-Person,claim-notification-person,v1.3,30-07-2024
06109373,FASE3BL4CLMP,claim-notification-person,v1.3,25-07-2024
06109373,FASE3BL5CLMP,claim-notification-person,v1.3,09-08-2024
06109373,FASE3BL6CNPS,claim-notification-person,v1.3,23-12-2024
28196889,Claim-Notification-Person---Re-Certificação,claim-notification-person,v1.3,08-08-2024
33055146,BS-CLAIM-PERSON-1.3.0,claim-notification-person,v1.3,26-07-2024
33164021,Claim-Notification-person,claim-notification-person,v1.3,01-10-2024
33245762,Too-Seguros-Auth-Server-,claim-notification-person,v1.3,25-11-2024
45865343,Justos-V1,claim-notification-person,v1.3,09-10-2024
61074175,MAPFRE-OP-v1,claim-notification-person,v1.3,25-11-2024
61198164,-Porto-Seguro---Claim-Notification-Person-v1.3.0,claim-notification-person,v1.3,26-07-2024
61550141,OpIn-Yelum-claim-notification-person-v1.3,claim-notification-person,v1.3,06-12-2024
61573796,Nexus-for-Open-Insurance-v2.0-(Jan-2024),claim-notification-person,v1.3,20-01-2025
87376109,ZS-SEGUROS-CLAIM-NOTIFICATION-PERSON-24-07-24,claim-notification-person,v1.3,25-07-2024
96348677,Sinistro,claim-notification-person,v1.3,30-07-2024
01582075,Rio-Grande-Seguradora-Auth-Server-v2.0.0,contract-life-pension,v1.13,20-06-2025
01704513,Sulamérica-B3-Lina-OPIN-contract-life-pension-v1.1,contract-life-pension,v1.13,07-07-2025
03730204,contract-life-pension-test-plan-v1.13,contract-life-pension,v1.13,07-07-2025
19449767,BTG-Pactual-Vida-e-Prev-OPIN-v1.0.0,contract-life-pension,v1.13,03-07-2025
29408732,contract-life-pension-test-plan-v1.13-e-webhook,contract-life-pension,v1.13,07-07-2025
33055146,BS-QUOTE-LIFE-PENSION,contract-life-pension,v1.13,01-04-2025
42283770,Icatu-Seguros-Auth-Server-v2.0.0,contract-life-pension,v1.13,20-06-2025
61074175,MAPFRE-OP-v1,contract-life-pension,v1.13,05-06-2025
61198164,Porto-Seguro---Endorsement-v1.3.0,contract-life-pension,v1.13,02-07-2025
61557039,1.13.0,contract-life-pension,v1.13,26-06-2025
87376109,ZURICH-SANTANDER-BRASIL-SEGUROS-SA-QTPRE-16-JUN-25,contract-life-pension,v1.13,26-06-2025
96348677,CertificaçãoAPILifePension,contract-life-pension,v1.13,04-07-2025
96348677,CertificaçãoAPIPrevidênciaCotContrat,contract-life-pension,v1.13,05-08-2025
01582075,Rio-Grande-Seguradora-Auth-Server-v1.4.0,endorsement,v1.2,30-08-2024
01582075,Rio-Grande-Seguradora-Auth-Server-v1.4.0,endorsement,v1.2,28-08-2024
01582075,Rio-Grande-Seguradora-Auth-Server-v1.4.0,endorsement,v1.2,31-07-2024
03502099,Chubb-B3-Lina-OPIN-endorsement-v1.2.0,endorsement,v1.2,11-04-2025
06109373,FASE3BL4ENDOR,endorsement,v1.2,24-07-2024
06109373,FASE3BL5ENDOR,endorsement,v1.2,09-08-2024
06109373,FASE3BL6ENDOR,endorsement,v1.2,23-12-2024
18096627,HDIGlobal-B3-LINA-OPIN-ENDORSEMNET-v1.2,endorsement,v1.2,04-04-2025
19449767,BTG-Pactual-Vida-e-Prev-OPIN-v1.0.0,endorsement,v1.2,16-07-2024
28196889,Endorsements---Re-Certificação-Fase-3,endorsement,v1.2,08-08-2024
28196889,Endosso-e-Endosso-Habitacional---Fase-3,endorsement,v1.2,09-09-2024
29980158,HDI-Seguros-B3-LINA-OPIN-Endorsement-v1.1.2,endorsement,v1.2,27-02-2025
33055146,-BS-ENDORSEMENTS-1.2.0,endorsement,v1.2,31-07-2024
33055146,BS-ENDORSEMENT-HOUSING,endorsement,v1.2,30-08-2024
33164021,Endorsement-Housing-api,endorsement,v1.2,30-08-2024
33164021,Opin-Endorsement-Api,endorsement,v1.2,08-08-2024
33245762,Too-Seguros-Auth-Server-,endorsement,v1.2,28-08-2024
33245762,Too-Seguros-Auth-Server-,endorsement,v1.2,30-07-2024
34020354,Caixa-Seguradora-OPIN-V.-1.0,endorsement,v1.2,04-09-2024
34020354,Caixa-Seguradora-OPIN-V.-1.0,endorsement,v1.2,03-09-2024
34020354,Caixa-Seguradora-OPIN-V.-1.0,endorsement,v1.2,07-08-2024
34020354,Youse-OPIN-V.-1.0,endorsement,v1.2,19-07-2024
34020354,Youse-OPIN-V.-1.0,endorsement,v1.2,30-07-2024
38155802,endosso-api-v1,endorsement,v1.2,31-07-2024
38155802,endosso-habitacional-api-v1,endorsement,v1.2,05-09-2024
42283770,Icatu-Seguros-Auth-Server-v1.4.0,endorsement,v1.2,30-08-2024
42283770,Icatu-Seguros-Auth-Server-v1.4.0,endorsement,v1.2,23-08-2024
42283770,Icatu-Seguros-Auth-Server-v1.4.0,endorsement,v1.2,28-08-2024
42283770,Icatu-Seguros-Auth-Server-v1.4.0,endorsement,v1.2,30-07-2024
45865343,Justos-V1,endorsement,v1.2,09-10-2024
61074175,MAPFRE-OP-v1,endorsement,v1.2,02-01-2025
61074175,MAPFRE-OP-v1,endorsement,v1.2,10-09-2024
61074175,MAPFRE-OP-v1,endorsement,v1.2,09-12-2024
61198164,Porto-Seguro---API-Endorsement--v1.2.0,endorsement,v1.2,29-07-2024
61383493,Open-Insurance-Brasil-v-1.2.0,endorsement,v1.2,31-07-2024
61550141,OpIn-Yelum-Endorsement-v1.2.0,endorsement,v1.2,14-05-2025
61550141,Opin-Yelum-Endorsement-V1.2,endorsement,v1.2,01-11-2024
61557039,1.2.0,endorsement,v1.2,05-09-2024
61557039,1.2.0,endorsement,v1.2,06-09-2024
61557039,1.2.0,endorsement,v1.2,12-08-2024
61573796,Nexus-for-Open-Insurance-v2.0-(Jan-2024),endorsement,v1.2,07-08-2024
72145931,Swissre--Endorsement-B3-Lina-OPIN,endorsement,v1.2,09-08-2024
87376109,ZS-SEGUROS-ENDORSEMENT-HOUSING-02-09-24,endorsement,v1.2,03-09-2024
87376109,ZS-SEGUROS-ENDORSEMENT-HOUSING-03-09-24,endorsement,v1.2,04-09-2024
87376109,ZURICH-SANTANDER-SEGUROS-ENDORSEMENT-23-07-24,endorsement,v1.2,25-07-2024
96348677,CertificacaoAPIEndorsementHousing,endorsement,v1.2,30-08-2024
96348677,Cotação-Financeiro,endorsement,v1.2,31-07-2024
96348677,Endosso,endorsement,v1.2,01-08-2024
72145931,SwissRe-Branches-Abroad-B3-Lina-OPIN,quote-acceptance-and-branches-abroad,v1.8,29-08-2024
99999999,dummy,quote-auto,v1.9,03-10-2023
01582075,Rio-Grande-Seguradora-Auth-Server-v2.0.0,quote-capitalization-title,v1.10,30-06-2025
03209092,SANTANDER-CAPITALIZACAO-SA-QUOTE-CAP-14-JUL-2025,quote-capitalization-title,v1.10,22-07-2025
15138043,Brasilcap-Fase-3-Insurance,quote-capitalization-title,v1.10,10-07-2025
32090920,SANTANDER-CAPITALIZACAO-SA-QUOTECAP-16-JUN-2025,quote-capitalization-title,v1.10,30-06-2025
33055146,BS-QUOTE-CAPITALIZATION-TITLE,quote-capitalization-title,v1.10,22-05-2025
38155804,Caixa-Capitalização-Auth-Server-v2.0.0,quote-capitalization-title,v1.10,30-06-2025
42283770,Icatu-Seguros-Auth-Server-v2.0.0,quote-capitalization-title,v1.10,30-06-2025
61074175,MAPFRE-OP-v1,quote-capitalization-title,v1.10,25-06-2025
61198164,Porto-Seguro---Quote-Capitalization-Title-v1.10.0,quote-capitalization-title,v1.10,01-07-2025
61557039,1.10.0,quote-capitalization-title,v1.10,30-06-2025
96348677,CertificaçãoAPICapitalizaçãoCotContrat,quote-capitalization-title,v1.10,05-08-2025
96348677,CertificaçãoAPIxxx,quote-capitalization-title,v1.10,04-07-2025
03502099,Chubb-opinb3-financial-risk-v1.8.0,quote-financial-risk,v1.8,31-07-2024
06109373,FASE3BL3CTFRIDP,quote-financial-risk,v1.8,15-08-2024
08279191,Cardif-Gar-opinb3-financial-risk-v1.8.0,quote-financial-risk,v1.8,29-07-2024
11521976,Open-Insurance-Brazil-v1.0.0,quote-financial-risk,v1.8,13-08-2024
18096627,Hdi-Global-opinb3-financial-risk-v1.8.0,quote-financial-risk,v1.8,30-07-2024
28196889,Quote---Certificação-Fase-3---Bloco-3,quote-financial-risk,v1.8,30-07-2024
28196889,Quote-Financial-Risk---Fase-3,quote-financial-risk,v1.8,30-08-2024
32724962,BTG-Pactual-Seguros-OPIN-v1.0.0,quote-financial-risk,v1.8,30-07-2024
33055146,BS-QUOTE-FINANCIAL-RISK,quote-financial-risk,v1.8,27-08-2024
33164021,Opin-Quote-financial-risk,quote-financial-risk,v1.8,06-08-2024
33245762,Too-Seguros-Auth-Server-,quote-financial-risk,v1.8,29-07-2024
61074175,MAPFRE-OP-v1,quote-financial-risk,v1.8,30-07-2024
61198164,Porto-Seguro---API-Financial-isk-v1.8.0,quote-financial-risk,v1.8,02-09-2024
61383493,1.8.0,quote-financial-risk,v1.8,19-03-2025
61550141,OpIn-Liberty-Quote-Financial-Risk-V1.8,quote-financial-risk,v1.8,03-10-2024
61557039,1.8.0,quote-financial-risk,v1.8,12-08-2024
72145931,SwissRe-Financial-Risk-B3-Lina-OPIN,quote-financial-risk,v1.8,29-08-2024
28196889,Quote-Housing-API---Certificação-Fase-3,quote-housing,v1.8,27-09-2024
29980158,HDI-Seguros-Housing-B3-Lina-OPIN,quote-housing,v1.8,24-09-2024
33055146,BS-QUOTE-HOUSING,quote-housing,v1.8,13-09-2024
33164021,quote-housing,quote-housing,v1.8,23-09-2024
33245762,Too-Seguros-Auth-Server-,quote-housing,v1.8,18-09-2024
34020354,Caixa-Seguradora-OPIN-V.-1.0,quote-housing,v1.8,02-10-2024
38155802,cotacao-habitacional-api-v1,quote-housing,v1.8,24-09-2024
61074175,MAPFRE-OP-v1,quote-housing,v1.8,24-09-2024
61550141,OpIn-Yelum-Habitacional-v1.8,quote-housing,v1.8,04-06-2025
61557039,1.8.0,quote-housing,v1.8,01-10-2024
87376109,ZS-SEGUROS-QUOTE-HOUSING-11-09-24,quote-housing,v1.8,13-09-2024
96348677,CertificaçãoAPIQuoteHousing,quote-housing,v1.8,17-10-2024
99999999,dummy,quote-patrimonial-home,v1.10,03-10-2023
01582075,Rio-Grande-Seguradora-Auth-Server-v2.0.0,quote-person-life,v1.11,08-08-2025
01704513,Sulamérica-B3-Lina-OPIN-quote-person-life-v1.11.0,quote-person-life,v1.11,03-07-2025
03502099,Chubb-B3-Lina-Quote-Person-Life-v1.11,quote-person-life,v1.11,26-06-2025
03546261,Cardif-Vida-B3-Lina-OPIN-quote-person-life-v1.11.0,quote-person-life,v1.11,04-07-2025
03730204,quote-person-life-test-plan-v1.11.0,quote-person-life,v1.11,07-07-2025
21986074,Prudential-B3-Lina-OPIN-quote-life-v1.11.0,quote-person-life,v1.11,02-07-2025
28196889,Quote-person-life,quote-person-life,v1.11,02-07-2025
29408732,XP,quote-person-life,v1.11,04-07-2025
29408732,XP,quote-person-life,v1.11,10-07-2025
29980158,-HDI-Seguros-B3-Lina-OPIN-quote-person-life-v1.11,quote-person-life,v1.11,08-07-2025
29980158,HDI-Seguros-B3-Lina-OPIN-quote-person-life-v1.11.0,quote-person-life,v1.11,07-07-2025
33055146,BS-QUOTE-PERSON,quote-person-life,v1.11,16-06-2025
33164021,Open-Insurance-Brasil-API-Quote-Person,quote-person-life,v1.11,23-06-2025
33245762,Too-Seguros-Auth-Server,quote-person-life,v1.11,19-06-2025
42283770,Icatu-Seguros-Auth-Server-v2.0.0,quote-person-life,v1.11,06-08-2025
61074175,MAPFRE-OP-v1,quote-person-life,v1.11,05-06-2025
61100145,OpIn-Indiana-Quote-person-life,quote-person-life,v1.11,08-07-2025
61198164,Porto-Seguro---Endorsement-v1.3.0,quote-person-life,v1.11,02-07-2025
61550141,OpIn-Yelum-quote-person-life,quote-person-life,v1.11,02-07-2025
61557039,1.11.0,quote-person-life,v1.11,30-06-2025
61573796,Nexus-for-Open-Insurance-v2.0-(Nov-2024),quote-person-life,v1.11,30-06-2025
87376109,ZURICH-SANTANDER-BRASIL-SEGUROS-SA-QTPER--3-JUN-25,quote-person-life,v1.11,26-06-2025
96348677,CertificaçãoAPIPessoasVida,quote-person-life,v1.11,05-08-2025
96348677,CertificaçãoAPIQuoteLifePerson,quote-person-life,v1.11,04-07-2025
01704513,Sulamérica-B3-Lina-OPIN-quote-person-travel-v1.11.,quote-person-travel,v1.11,03-07-2025
03502099,Chubb-B3-Lina-Person-Travel-v1.11.0,quote-person-travel,v1.11,27-06-2025
03546261,Cardif-Vida-B3-Lina-OPIN-quote-person-travel-v1.11,quote-person-travel,v1.11,04-07-2025
33055146,BS-QUOTE-PERSON-TRAVEL,quote-person-travel,v1.11,16-06-2025
33164021,Open-Insurance-Brasil-API-Quote-Person,quote-person-travel,v1.11,23-06-2025
33245762,Too-Seguros-Auth-Server,quote-person-travel,v1.11,19-06-2025
61074175,MAPFRE-OP-v1,quote-person-travel,v1.11,05-06-2025
61100145,OpIn-Indiana-quote-person-travel,quote-person-travel,v1.11,09-07-2025
61198164,Porto-Seguro---Consents-v2.7.0,quote-person-travel,v1.11,02-07-2025
61550141,OpIn-Yelum-quote-person-travel,quote-person-travel,v1.11,02-07-2025
61557039,1.11.0,quote-person-travel,v1.11,30-06-2025
61573796,Nexus-for-Open-Insurance-v2.0-(Nov-2024),quote-person-travel,v1.11,30-06-2025
87376109,ZURICH-SANTANDER-BRASIL-SEGUROS-SA-QTPER--3-JUN-25,quote-person-travel,v1.11,26-06-2025
96348677,CertificaçãoAPIPessoasViagem,quote-person-travel,v1.11,05-08-2025
96348677,CertificaçãoAPIQuoteTravel,quote-person-travel,v1.11,04-07-2025
03502099,Chubb-opinb3-responsability-v1.8.0,quote-responsibility,v1.8,29-07-2024
06109373,FASE3BL3CTRSIDP,quote-responsibility,v1.8,15-08-2024
11521976,Open-Insurance-Brazil-v1.0.0,quote-responsibility,v1.8,13-08-2024
18096627,Hdi-Global-opinb3-responsability-v1.8.0,quote-responsibility,v1.8,30-07-2024
29980158,HDI-Seguros-B3-Lina-OPIN-Quote-Responsibility-v1.8,quote-responsibility,v1.8,27-08-2024
29980158,Hdi-Seguros-opinb3-responsability-v1.8.0,quote-responsibility,v1.8,30-07-2024
33164021,Opin-quote-responsibility,quote-responsibility,v1.8,06-08-2024
61074175,MAPFRE-OP-v1,quote-responsibility,v1.8,30-07-2024
61100145,OpIn-Indiana-Quote-Responsibility-v1.8,quote-responsibility,v1.8,08-08-2024
61198164,Porto-Seguro---API-Responsibility-v1.8.0,quote-responsibility,v1.8,02-09-2024
61383493,1.8.0,quote-responsibility,v1.8,19-03-2025
61550141,OpIn-Liberty-Quote-Responsibility-v1.8,quote-responsibility,v1.8,08-08-2024
61550141,Opin-Quote-ResponsibilityV1.8,quote-responsibility,v1.8,17-09-2024
61573796,Nexus-for-Open-Insurance-v2.0-(Jan-2024),quote-responsibility,v1.8,07-08-2024
72145931,SwissRe-Responsibility-B3-Lina-OPIN,quote-responsibility,v1.8,29-08-2024
87376109,ZS-SEGUROS-QUOTE-RESPONSABILITY-IDEMP-BL3-31-08-24,quote-responsibility,v1.8,02-09-2024
03502099,Seguradora-Rural-B3-Lina-OPIN,quote-rural,v1.8,26-08-2024
03730204,quote-rural-test-plan,quote-rural,v1.8,13-08-2024
06109373,FASE3BL4CTRUR,quote-rural,v1.8,23-08-2024
28196889,Quote-Rural-API---Fase-3,quote-rural,v1.8,30-08-2024
29980158,HDI-Seguros-B3-Lina-OPIN-Quote-Rural-V1.8,quote-rural,v1.8,27-08-2024
33055146,BS-QUOTE-RURAL,quote-rural,v1.8,27-08-2024
33164021,Quote-Rural,quote-rural,v1.8,30-08-2024
33245762,Too-Seguros-Auth-Server-,quote-rural,v1.8,28-08-2024
61074175,MAPFRE-OP-v1,quote-rural,v1.8,02-09-2024
61100145,OpIn-Indiana-Quote-Rural-v1.8,quote-rural,v1.8,17-09-2024
61198164,Porto-Seguro---API-Rural-v1.8.0,quote-rural,v1.8,03-09-2024
61383493,Open-Insurance-Brasil-v-1.8.0,quote-rural,v1.8,12-08-2024
61550141,OpIn-Liberty-Quote-Rural,quote-rural,v1.8,17-09-2024
61573796,Nexus-for-Open-Insurance-v2.0-(Jan-2024),quote-rural,v1.8,07-08-2024
72145931,SwissRe-Rural-B3-Lina-OPIN,quote-rural,v1.8,29-08-2024
87376109,ZS-SEGUROS-QUOTE-RURAL-BL4-02-08-24,quote-rural,v1.8,07-08-2024
96348677,CertificaçãoAPIQuoteRural,quote-rural,v1.8,29-08-2024
03502099,Seguradora-Transport-B3-Lina-OPIN,quote-transport,v1.8,26-08-2024
29980158,HDI-Seguros-B3-Lina-OPIN-Quote-v1.8.0,quote-transport,v1.8,27-08-2024
33055146,BS-QUOTE-TRANSPORT,quote-transport,v1.8,27-08-2024
33164021,Quote-Transport-API,quote-transport,v1.8,30-08-2024
61074175,MAPFRE-OP-v1,quote-transport,v1.8,02-09-2024
61198164,Porto-Seguro---API-Transport-v1.8.0,quote-transport,v1.8,03-09-2024
61383493,Open-Insurance-Brasil-v-1.8.0,quote-transport,v1.8,12-08-2024
61550141,OpIn-Liberty-Quote-Transport-v1.8,quote-transport,v1.8,03-10-2024
61573796,Nexus-for-Open-Insurance-v2.0-(Jan-2024),quote-transport,v1.8,07-08-2024
72145931,SwissRe-Transporte-B3-Lina-OPIN,quote-transport,v1.8,29-08-2024
96348677,CertificacaoAPIQuoteTransport,quote-transport,v1.8,29-08-2024
01582075,Rio-Grande-Seguradora-Auth-Server-v2.0.0,withdrawal-capitalization-title,v1.3,24-06-2025
03209092,SANTANDER-CAPITALIZACAO-SA-CAPWITH-14-JUL-2025,withdrawal-capitalization-title,v1.3,15-07-2025
15138043,Brasilcap-Fase3-Withdrawal,withdrawal-capitalization-title,v1.3,08-07-2025
32090920,SANTANDER-CAPITALIZACAO-SA-CAPWITH-11-JUN-2025,withdrawal-capitalization-title,v1.3,23-06-2025
33055146,BS-CAPITALIZATION-TITLE-WITHDRAW,withdrawal-capitalization-title,v1.3,21-05-2025
38155804,Caixa-Capitalização-Auth-Server-v2.0.0,withdrawal-capitalization-title,v1.3,24-06-2025
42283770,Icatu-Seguros-Auth-Server-v2.0.0,withdrawal-capitalization-title,v1.3,24-06-2025
61074175,MAPFRE-OP-v1,withdrawal-capitalization-title,v1.3,12-06-2025
61198164,Porto-Seguro---Consents-v2.7.0,withdrawal-capitalization-title,v1.3,02-07-2025
61557039,1.3.0,withdrawal-capitalization-title,v1.3,02-07-2025
96348677,CertificaçãoAPICapTitleWith,withdrawal-capitalization-title,v1.3,30-06-2025
96348677,CertificaçãoAPICapitalizaçãoResgate,withdrawal-capitalization-title,v1.3,05-08-2025
01582075,Rio-Grande-Seguradora-Auth-Server-v2.0.0,withdrawal-pension,v1.3,26-06-2025
01704513,Sulamerica-B3-Lina-OPIN-pension-withdraw-v1.3,withdrawal-pension,v1.3,22-07-2025
01704513,Sulamérica-B3-Lina-OPIN-pension-withdraw-v1.3,withdrawal-pension,v1.3,17-07-2025
03730204,pension-withdraw-test-plan,withdrawal-pension,v1.3,07-07-2025
13615969,EVIDENCE-PREVIDENCIA-SA-WITHPENS-16-JUN-25,withdrawal-pension,v1.3,24-06-2025
19449767,BTG-Pactual-Vida-e-Prev-OPIN-v1.0.0,withdrawal-pension,v1.3,30-06-2025
29408732,pension-withdraw-test-plan-e-pension-withdraw-lead,withdrawal-pension,v1.3,04-07-2025
33055146,BS-WITHDRAW,withdrawal-pension,v1.3,04-04-2025
42283770,Icatu-Seguros-Auth-Server-v2.0.0,withdrawal-pension,v1.3,26-06-2025
61074175,MAPFRE-OP-v1,withdrawal-pension,v1.3,05-06-2025
61198164,Porto-Seguro---Consents-v2.7.0,withdrawal-pension,v1.3,02-07-2025
61557039,1.3.0,withdrawal-pension,v1.3,16-06-2025
87376109,ZURICH-SANTANDER-BRASIL-SEGUROS-SA-WPENS-4-JUN-25,withdrawal-pension,v1.3,24-06-2025
96348677,CertificaçãoAPIPensionWith,withdrawal-pension,v1.3,04-07-2025
96348677,CertificaçãoAPIPrevidenciaResgate,withdrawal-pension,v1.3,05-08-2025
