Organização,Deployment,claim notification damages v1.3,claim notification person v1.3,endorsement v1.2,quote patrimonial home v1.10,quote acceptance and branches abroad v1.8,quote auto v1.9,quote financial risk v1.8,quote housing v1.8,quote responsibility v1.8,quote rural v1.8,quote transport v1.8,contract life pension v1.13,withdrawal pension v1.3,withdrawal capitalization title v1.3,quote person life v1.11,quote person travel v1.11,quote capitalization title v1.10
XS3 SEGUROS S.A.,aviso-sinistro-api-v1,[01-08-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/claim-notification-damages/1.3.0/38155802_aviso-sinistro-api-v1_claim-notification-damages_v1.3.0_01-08-2024.json),,,,,,,,,,,,,,,,
ICATU SEGUROS S.A,Icatu-Seguros-Auth-Server-v1.4.0,[06-08-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/claim-notification-damages/1.3.0/42283770_Icatu-Seguros-Auth-Server-v1.4.0_claim-notification-damages_v1.3.0_06-08-2024.json),,[30-07-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/endorsement/1.2.0/42283770_Icatu-Seguros-Auth-Server-v1.4.0_endorsement_v1.2.0_30-07-2024.json),,,,,,,,,,,,,,
JUSTOS SEGUROS S.A.,Justos-V1,[09-10-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/claim-notification-damages/1.3.0/45865343_Justos-V1_claim-notification-damages_v1.3.0_09-10-2024.json),[09-10-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/claim-notification-person/1.3.0/45865343_Justos-V1_claim-notification-person_v1.3.0_09-10-2024.json),[09-10-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/endorsement/1.2.0/45865343_Justos-V1_endorsement_v1.2.0_09-10-2024.json),,,,,,,,,,,,,,
MAPFRE SEGUROS GERAIS S.A.,MAPFRE-OP-v1,[16-09-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/claim-notification-damages/1.3.0/61074175_MAPFRE-OP-v1_claim-notification-damages_v1.3.0_16-09-2024.json),[25-11-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/claim-notification-person/1.3.0/61074175_MAPFRE-OP-v1_claim-notification-person_v1.3.0_25-11-2024.json),[09-12-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/endorsement/1.2.0/61074175_MAPFRE-OP-v1_endorsement_v1.2.0_09-12-2024.json),,,,[30-07-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/quote-financial-risk/1.8.0/61074175_MAPFRE-OP-v1_quote-financial-risk_v1.8.0_30-07-2024.json),[24-09-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/quote-housing/1.8.0/61074175_MAPFRE-OP-v1_quote-housing_v1.8.0_24-09-2024.json),[30-07-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/quote-responsibility/1.8.0/61074175_MAPFRE-OP-v1_quote-responsibility_v1.8.0_30-07-2024.json),[02-09-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/quote-rural/1.8.0/61074175_MAPFRE-OP-v1_quote-rural_v1.8.0_02-09-2024.json),[02-09-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/quote-transport/1.8.0/61074175_MAPFRE-OP-v1_quote-transport_v1.8.0_02-09-2024.json),[05-06-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/contract-life-pension/1.13.0/61074175_MAPFRE-OP-v1_contract-life-pension_v1.13.0_05-06-2025.json),[05-06-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/withdrawal-pension/1.3.0/61074175_MAPFRE-OP-v1_withdrawal-pension_v1.3.0_05-06-2025.json),[12-06-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/withdrawal-capitalization-title/1.3.0/61074175_MAPFRE-OP-v1_withdrawal-capitalization-title_v1.3.0_12-06-2025.json),[05-06-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/quote-person-life/1.11.0/61074175_MAPFRE-OP-v1_quote-person-life_v1.11.0_05-06-2025.json),[05-06-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/quote-person-travel/1.11.0/61074175_MAPFRE-OP-v1_quote-person-travel_v1.11.0_05-06-2025.json),[25-06-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/quote-capitalization-title/1.10.0/61074175_MAPFRE-OP-v1_quote-capitalization-title_v1.10.0-LD_25-06-2025.json)
PORTO SEGURO CIA DE SEGUROS GERAIS,Porto-Seguro---Claim-Notification-Damage-v1.3.0,[29-07-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/claim-notification-damages/1.3.0/61198164_Porto-Seguro---Claim-Notification-Damage-v1.3.0_claim-notification-damages_v1.3.0_29-07-2024.json),,,,,,,,,,,,,,,,
SOMPO SEGUROS S.A.,Open-Insurance-Brasil-v-1.3.0,[31-07-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/claim-notification-damages/1.3.0/61383493_Open-Insurance-Brasil-v-1.3.0_claim-notification-damages_v1.3.0_31-07-2024.json),,,,,,,,,,,,,,,,
YELUM SEGUROS S.A.,OpIn-Yelum-claim-notification-damages-v1.3,[06-12-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/claim-notification-damages/1.3.0/61550141_OpIn-Yelum-claim-notification-damages-v1.3_claim-notification-damages_v1.3.0_06-12-2024.json),,,,,,,,,,,,,,,,
ITAU SEGUROS S.A.,1.3.0,[01-08-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/claim-notification-damages/1.3.0/61557039_1.3.0_claim-notification-damages_v1.3.0_01-08-2024.json),,,,,,,,,,,,[16-06-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/withdrawal-pension/1.3.0/61557039_1.3.0_withdrawal-pension_v1.3.0_16-06-2025.json),[02-07-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/withdrawal-capitalization-title/1.3.0/61557039_1.3.0_withdrawal-capitalization-title_v1.3.0_02-07-2025.json),,,
ALLIANZ SEGUROS S.A.,Nexus-for-Open-Insurance-v2.0-(Jan-2024),[07-08-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/claim-notification-damages/1.3.0/61573796_Nexus-for-Open-Insurance-v2.0-(Jan-2024)_claim-notification-damages_v1.3.0_07-08-2024.json),[20-01-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/claim-notification-person/1.3.0/61573796_Nexus-for-Open-Insurance-v2.0-(Jan-2024)_claim-notification-person_v1.3.0_20-01-2025.json),[07-08-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/endorsement/1.2.0/61573796_Nexus-for-Open-Insurance-v2.0-(Jan-2024)_endorsement_v1.2.0_07-08-2024.json),,,,,,[07-08-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/quote-responsibility/1.8.0/61573796_Nexus-for-Open-Insurance-v2.0-(Jan-2024)_quote-responsibility_v1.8.0_07-08-2024.json),[07-08-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/quote-rural/1.8.0/61573796_Nexus-for-Open-Insurance-v2.0-(Jan-2024)_quote-rural_v1.8.0_07-08-2024.json),[07-08-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/quote-transport/1.8.0/61573796_Nexus-for-Open-Insurance-v2.0-(Jan-2024)_quote-transport_v1.8.0_07-08-2024.json),,,,,,
SWISS RE CORPORATE SOLUTIONS BRASIL SEGUROS S.A.,Swissre-Claim-B3-Lina-OPIN,[09-08-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/claim-notification-damages/1.3.0/72145931_Swissre-Claim-B3-Lina-OPIN_claim-notification-damages_v1.3.0_09-08-2024.json),,,,,,,,,,,,,,,,
ZURICH SANTANDER BRASIL SEGUROS E PREVIDENCIA S.A.,ZS-SEGUROS-CLAIM-NOTIFICATION-DAMAGE-24-07-24,[25-07-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/claim-notification-damages/1.3.0/87376109_ZS-SEGUROS-CLAIM-NOTIFICATION-DAMAGE-24-07-24_claim-notification-damages_v1.3.0_25-07-2024.json),,,,,,,,,,,,,,,,
ZURICH BRASIL COMPANHIA DE SEGUROS,Sinistro-,[30-07-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/claim-notification-damages/1.3.0/96348677_Sinistro-_claim-notification-damages_v1.3.0_30-07-2024.json),,,,,,,,,,,,,,,,
ZURICH BRASIL COMPANHIA DE SEGUROS,Sinistro,[30-07-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/claim-notification-damages/1.3.0/96348677_Sinistro_claim-notification-damages_v1.3.0_30-07-2024.json),[30-07-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/claim-notification-person/1.3.0/96348677_Sinistro_claim-notification-person_v1.3.0_30-07-2024.json),,,,,,,,,,,,,,,
CAIXA VIDA E PREVIDENCIA S.A.,Claim-Person,,[30-07-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/claim-notification-person/1.3.0/03730204_Claim-Person_claim-notification-person_v1.3.0_30-07-2024.json),,,,,,,,,,,,,,,
SAFRA SEGUROS GERAIS S.A.,FASE3BL4CLMP,,[25-07-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/claim-notification-person/1.3.0/06109373_FASE3BL4CLMP_claim-notification-person_v1.3.0_25-07-2024.json),,,,,,,,,,,,,,,
SAFRA SEGUROS GERAIS S.A.,FASE3BL5CLMP,,[09-08-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/claim-notification-person/1.3.0/06109373_FASE3BL5CLMP_claim-notification-person_v1.3.0_09-08-2024.json),,,,,,,,,,,,,,,
SAFRA SEGUROS GERAIS S.A.,FASE3BL6CNPS,,[23-12-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/claim-notification-person/1.3.0/06109373_FASE3BL6CNPS_claim-notification-person_v1.3.0_23-12-2024.json),,,,,,,,,,,,,,,
BRASILSEG COMPANHIA DE SEGUROS,Claim-Notification-Person---Re-Certificação,,[08-08-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/claim-notification-person/1.3.0/28196889_Claim-Notification-Person---Re-Certificação_claim-notification-person_v1.3.0_08-08-2024.json),,,,,,,,,,,,,,,
BRADESCO SEGUROS S.A.,BS-CLAIM-PERSON-1.3.0,,[26-07-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/claim-notification-person/1.3.0/33055146_BS-CLAIM-PERSON-1.3.0_claim-notification-person_v1.3.0_26-07-2024.json),,,,,,,,,,,,,,,
TOKIO MARINE SEGURADORA S.A,Claim-Notification-person,,[01-10-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/claim-notification-person/1.3.0/33164021_Claim-Notification-person_claim-notification-person_v1.3.0_01-10-2024.json),,,,,,,,,,,,,,,
PORTO SEGURO CIA DE SEGUROS GERAIS,-Porto-Seguro---Claim-Notification-Person-v1.3.0,,[26-07-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/claim-notification-person/1.3.0/61198164_-Porto-Seguro---Claim-Notification-Person-v1.3.0_claim-notification-person_v1.3.0_26-07-2024.json),,,,,,,,,,,,,,,
YELUM SEGUROS S.A.,OpIn-Yelum-claim-notification-person-v1.3,,[06-12-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/claim-notification-person/1.3.0/61550141_OpIn-Yelum-claim-notification-person-v1.3_claim-notification-person_v1.3.0_06-12-2024.json),,,,,,,,,,,,,,,
ZURICH SANTANDER BRASIL SEGUROS E PREVIDENCIA S.A.,ZS-SEGUROS-CLAIM-NOTIFICATION-PERSON-24-07-24,,[25-07-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/claim-notification-person/1.3.0/87376109_ZS-SEGUROS-CLAIM-NOTIFICATION-PERSON-24-07-24_claim-notification-person_v1.3.0_25-07-2024.json),,,,,,,,,,,,,,,
RIO GRANDE SEGUROS E PREVIDENCIA S.A.,Rio-Grande-Seguradora-Auth-Server-v2.0.0,,,,,,,,,,,,[20-06-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/contract-life-pension/1.13.0/01582075_Rio-Grande-Seguradora-Auth-Server-v2.0.0_contract-life-pension_v1.13.0_20-06-2025.json),[26-06-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/withdrawal-pension/1.3.0/01582075_Rio-Grande-Seguradora-Auth-Server-v2.0.0_withdrawal-pension_v1.3.0_26-06-2025.json),[24-06-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/withdrawal-capitalization-title/1.3.0/01582075_Rio-Grande-Seguradora-Auth-Server-v2.0.0_withdrawal-capitalization-title_v1.3.0_24-06-2025.json),[08-08-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/quote-person-life/1.11.0/01582075_Rio-Grande-Seguradora-Auth-Server-v2.0.0_quote-person-life_v1.11.0_08-08-2025.json),,[30-06-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/quote-capitalization-title/1.10.0/01582075_Rio-Grande-Seguradora-Auth-Server-v2.0.0_quote-capitalization-title_v1.10.0_30-06-2025.json)
SUL AMERICA SEGUROS DE PESSOAS E PREVIDENCIA S.A,Sulamérica-B3-Lina-OPIN-contract-life-pension-v1.1,,,,,,,,,,,,[07-07-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/contract-life-pension/1.13.0/01704513_Sulamérica-B3-Lina-OPIN-contract-life-pension-v1.1_contract-life-pension_v1.13.0_07-07-2025.json),,,,,
CAIXA VIDA E PREVIDENCIA S.A.,contract-life-pension-test-plan-v1.13,,,,,,,,,,,,[07-07-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/contract-life-pension/1.13.0/03730204_contract-life-pension-test-plan-v1.13_contract-life-pension_v1.13.0_07-07-2025.json),,,,,
BTG PACTUAL VIDA E PREVIDENCIA S.A.,BTG-Pactual-Vida-e-Prev-OPIN-v1.0.0,,,[16-07-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/endorsement/1.2.0/19449767_BTG-Pactual-Vida-e-Prev-OPIN-v1.0.0_endorsement_v1.2.0_16-07-2024.json),,,,,,,,,[03-07-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/contract-life-pension/1.13.0/19449767_BTG-Pactual-Vida-e-Prev-OPIN-v1.0.0_contract-life-pension_v1.13.0-FR_03-07-2025.json),[30-06-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/withdrawal-pension/1.3.0/19449767_BTG-Pactual-Vida-e-Prev-OPIN-v1.0.0_withdrawal-pension_v1.3.0_30-06-2025.json),,,,
XP VIDA E PREVIDENCIA S.A,contract-life-pension-test-plan-v1.13-e-webhook,,,,,,,,,,,,[07-07-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/contract-life-pension/1.13.0/29408732_contract-life-pension-test-plan-v1.13-e-webhook_contract-life-pension_v1.13.0_07-07-2025.json),,,,,
BRADESCO SEGUROS S.A.,BS-QUOTE-LIFE-PENSION,,,,,,,,,,,,[01-04-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/contract-life-pension/1.13.0/33055146_BS-QUOTE-LIFE-PENSION_contract-life-pension_v1.13.0_01-04-2025.json),,,,,
ICATU SEGUROS S.A,Icatu-Seguros-Auth-Server-v2.0.0,,,,,,,,,,,,[20-06-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/contract-life-pension/1.13.0/42283770_Icatu-Seguros-Auth-Server-v2.0.0_contract-life-pension_v1.13.0_20-06-2025.json),[26-06-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/withdrawal-pension/1.3.0/42283770_Icatu-Seguros-Auth-Server-v2.0.0_withdrawal-pension_v1.3.0_26-06-2025.json),[24-06-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/withdrawal-capitalization-title/1.3.0/42283770_Icatu-Seguros-Auth-Server-v2.0.0_withdrawal-capitalization-title_v1.3.0_24-06-2025.json),[06-08-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/quote-person-life/1.11.0/42283770_Icatu-Seguros-Auth-Server-v2.0.0_quote-person-life_v1.11.0_06-08-2025.json),,[30-06-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/quote-capitalization-title/1.10.0/42283770_Icatu-Seguros-Auth-Server-v2.0.0_quote-capitalization-title_v1.10.0_30-06-2025.json)
PORTO SEGURO CIA DE SEGUROS GERAIS,Porto-Seguro---Endorsement-v1.3.0,,,,,,,,,,,,[02-07-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/contract-life-pension/1.13.0/61198164_Porto-Seguro---Endorsement-v1.3.0_contract-life-pension_v1.13.0_02-07-2025.json),,,[02-07-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/quote-person-life/1.11.0/61198164_Porto-Seguro---Endorsement-v1.3.0_quote-person-life_v1.11.0_02-07-2025.json),,
ITAU SEGUROS S.A.,1.13.0,,,,,,,,,,,,[26-06-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/contract-life-pension/1.13.0/61557039_1.13.0_contract-life-pension_v1.13.0_26-06-2025.json),,,,,
ZURICH SANTANDER BRASIL SEGUROS E PREVIDENCIA S.A.,ZURICH-SANTANDER-BRASIL-SEGUROS-SA-QTPRE-16-JUN-25,,,,,,,,,,,,[26-06-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/contract-life-pension/1.13.0/87376109_ZURICH-SANTANDER-BRASIL-SEGUROS-SA-QTPRE-16-JUN-25_contract-life-pension_v1.13.0_26-06-2025.json),,,,,
ZURICH BRASIL COMPANHIA DE SEGUROS,CertificaçãoAPILifePension,,,,,,,,,,,,[04-07-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/contract-life-pension/1.13.0/96348677_CertificaçãoAPILifePension_contract-life-pension_v1.13.0_04-07-2025.json),,,,,
ZURICH BRASIL COMPANHIA DE SEGUROS,CertificaçãoAPIPrevidênciaCotContrat,,,,,,,,,,,,[05-08-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/contract-life-pension/1.13.0/96348677_CertificaçãoAPIPrevidênciaCotContrat_contract-life-pension_v1.13.0_05-08-2025.json),,,,,
CHUBB SEGUROS BRASIL S.A.,Chubb-B3-Lina-OPIN-endorsement-v1.2.0,,,[11-04-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/endorsement/1.2.0/03502099_Chubb-B3-Lina-OPIN-endorsement-v1.2.0_endorsement_v1.2.0_11-04-2025.json),,,,,,,,,,,,,,
SAFRA SEGUROS GERAIS S.A.,FASE3BL4ENDOR,,,[24-07-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/endorsement/1.2.0/06109373_FASE3BL4ENDOR_endorsement_v1.2.0_24-07-2024.json),,,,,,,,,,,,,,
SAFRA SEGUROS GERAIS S.A.,FASE3BL5ENDOR,,,[09-08-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/endorsement/1.2.0/06109373_FASE3BL5ENDOR_endorsement_v1.2.0_09-08-2024.json),,,,,,,,,,,,,,
SAFRA SEGUROS GERAIS S.A.,FASE3BL6ENDOR,,,[23-12-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/endorsement/1.2.0/06109373_FASE3BL6ENDOR_endorsement_v1.2.0_23-12-2024.json),,,,,,,,,,,,,,
HDI GLOBAL BRASIL,HDIGlobal-B3-LINA-OPIN-ENDORSEMNET-v1.2,,,[04-04-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/endorsement/1.2.0/18096627_HDIGlobal-B3-LINA-OPIN-ENDORSEMNET-v1.2_endorsement_v1.2.0_04-04-2025.json),,,,,,,,,,,,,,
BRASILSEG COMPANHIA DE SEGUROS,Endorsements---Re-Certificação-Fase-3,,,[08-08-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/endorsement/1.2.0/28196889_Endorsements---Re-Certificação-Fase-3_endorsement_v1.2.0_08-08-2024.json),,,,,,,,,,,,,,
BRASILSEG COMPANHIA DE SEGUROS,Endosso-e-Endosso-Habitacional---Fase-3,,,[09-09-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/endorsement/1.2.0/28196889_Endosso-e-Endosso-Habitacional---Fase-3_endorsement_v1.2.0-HB_09-09-2024.json),,,,,,,,,,,,,,
HDI SEGUROS,HDI-Seguros-B3-LINA-OPIN-Endorsement-v1.1.2,,,[27-02-2025](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/endorsement/1.2.0/29980158_HDI-Seguros-B3-LINA-OPIN-Endorsement-v1.1.2_endorsement_v1.2.0-HB_27-02-2025.json),,,,,,,,,,,,,,
BRADESCO SEGUROS S.A.,-BS-ENDORSEMENTS-1.2.0,,,[31-07-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/endorsement/1.2.0/33055146_-BS-ENDORSEMENTS-1.2.0_endorsement_v1.2.0_31-07-2024.json),,,,,,,,,,,,,,
BRADESCO SEGUROS S.A.,BS-ENDORSEMENT-HOUSING,,,[30-08-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/endorsement/1.2.0/33055146_BS-ENDORSEMENT-HOUSING_endorsement_v1.2.0-HB_30-08-2024.json),,,,,,,,,,,,,,
TOKIO MARINE SEGURADORA S.A,Endorsement-Housing-api,,,[30-08-2024](https://github.com/br-openinsurance/Conformance/blob/main/submissions/functional/endorsement/1.2.0/33164021_Endorsement-Housing-api_endorsement_v1.2.0-HB_30-08-2024.json),,,,,,,,,,,,,,
