Id da Organização,Deployment,API,Version,Data
30617319,Santanderauto-B3-LINA-OPIN-Consents-v2.6.0,consents,v2.6.0,25-02-2025
32724962,BTG-Pactual-Seguros-OPIN-v2.0.0,consents,v2.6.0,11-04-2025
33055146,insurance-consents,consents,v2.6.0,02-12-2024
33164021,Open-Insurance-Brasil-API-Consents,consents,v2.6.0,13-02-2025
33245762,Too-Seguros-Auth-Server,consents,v2.6.0,11-02-2025
38155804,Caixa-Capitalização-Auth-Server-v2.0.0,consents,v2.6.0,21-02-2025
42283770,Icatu-Seguros-Auth-Server-v2.0.0,consents,v2.6.0,21-02-2025
43368571,Neo-consents-2.6,consents,v2.6.0,04-04-2025
49786401,OpIn,HDI,BR.0,Consents-v2
61074175,MAPFRE,OP,v1.0,consents
61100145,OpIn,Indiana,consents,V2
61550141,OpIn,Yelum,Consents-v2.6.0,consents
61557039,2.6.0,consents,v2.6.0,13-02-2025
61573796,Nexus-for-Open-Insurance-v2.0-(Nov-2024),consents,v2.6.0,02-12-2024
72145931,Swissre-B3-Lina-Consents-v2.6.0,consents,v2.6.0,27-02-2025
87376109,zurichsantander-functional-fap1-customer-mar,consents,v2.6.0,18-02-2025
87376109,zurichsantander-functional-fap1-customer-mar,consents,v2.6.0,21-02-2025
96348677,CertificaçãoAPIConsents,consents,v2.6.0,02-12-2024
01582075,Rio-Grande-Seguradora-Auth-Server-v1.4.0,customers-business,v1.5,12-03-2024
01704513,Sulamerica-B3-LINA-OPIN-Customer-Business-v1.5.0,customers-business,v1.5,02-04-2024
03209092,SANTANDER-CAPITALIZACAO-SA-CUSTOMERS-BUSINESS-14-M,customers-business,v1.5,16-03-2024
03502099,CHUBB-B3-LINA-OPIN-Customers-v1.5.0,customers-business,v1.5,05-03-2024
03546261,CardifVida-B3-LINA-OPIN-CustomerBusiness-v1.5.0,customers-business,v1.5,14-05-2024
03730204,Functional-Tests-for-Customer-Business-API---based,customers-business,v1.5,19-04-2024
06109373,FASE-2-bloco-1---customer-v1.5,customers-business,v1.5,21-02-2024
07746953,LuizaSeg-B3-Lina-OPIN-Customer-Business-v1.5.0,customers-business,v1.5,11-06-2024
08279191,CardifGarantias-B3-LINA-OPIN-CustomerBusiness-v1.5,customers-business,v1.5,14-05-2024
11521976,-Open-Insurance-Brazil-v1.0.0,customers-business,v1.5,26-03-2024
15138043,Brasilcap,customers-business,v1.5,10-02-2025
15138043,Open-Insurance-Fase-2,customers-business,v1.5,15-03-2024
18096627,HDIGlobal-B3-LINA-OPIN-Customers-business-v1.5,customers-business,v1.5,02-04-2024
19449767,BTG-Pactual-Vida-e-Prev-OPIN-v1.0.0,customers-business,v1.5,28-02-2024
21986074,Prudencial-B3-LINA-OPIN-Customer-v1.5.0,customers-business,v1.5,09-04-2024
27665207,Recertificação-Bloco-1,customers-business,v1.5,03-04-2024
28196889,Customers-Business-Certificação-Fase-2-Bloco-1-e-2,customers-business,v1.5,22-03-2024
29463393,GuruSeg-B3-Lina-OPIN-Customer-Business-v1.5.0,customers-business,v1.5,28-06-2024
29980158,HDI-Seguros-B3-Lina-OPIN-Customers-business-v1.5,customers-business,v1.5,02-04-2024
30617319,SanSanderauto-B3-LINA-OPIN-Customers-business-v1.5,customers-business,v1.5,02-04-2024
32724962,BTG-Pactual-Seguros-OPIN-v1.0.0,customers-business,v1.5,28-02-2024
33055146,BS-Business-1.5.0,customers-business,v1.5,09-03-2024
33164021,Tokio-Marine-Opin-Customers-Business,customers-business,v1.5,22-02-2024
33245762,Too-Seguros-Auth-Server-,customers-business,v1.5,13-03-2024
34020354,Caixa-Seguradora-OPIN-V.-1.0,customers-business,v1.5,22-03-2024
38155802,customer-business-api-v1,customers-business,v1.5,16-04-2024
38155804,Caixa-Capitalização-Auth-Server-v1.4.0,customers-business,v1.5,12-03-2024
42283770,Icatu-Seguros-Auth-Server-v1.4.0,customers-business,v1.5,12-03-2024
44187990,Darwin-B3-LINA-OPIN-Customer-Business-v1.5.0,customers-business,v1.5,28-03-2024
49786401,OpIn-HDIBrasil-Customers-Business-v1.5,customers-business,v1.5,29-07-2024
61074175,MAPFRE-OP-v1,customers-business,v1.5,28-02-2024
61100145,OpIn-Liberty-CustomersBusiness-1.5.0,customers-business,v1.5,20-03-2024
61198164,Porto-Seguro---API-Customers-Business--1.5.0,customers-business,v1.5,14-03-2024
61383493,Open-Insurance-Brasil-v-1.5.0,customers-business,v1.5,13-03-2024
61550141,OpIn-Liberty-Customers-1.5.0,customers-business,v1.5,19-03-2024
61557039,Itau-Seguros-Open-Insurance-Brazil-v1.4.0,customers-business,v1.5,12-03-2024
61573796,Nexus-for-Open-Insurance-as-of-July-2023,customers-business,v1.5,28-02-2024
72145931,SwissRe-B3-LINA-OPIN-Customers-v1.5.0,customers-business,v1.5,11-04-2024
87376109,ZURICH-SANTANDER-BRASIL-SEGUROS-SA-CUSTOMERS-BUSIN,customers-business,v1.5,16-03-2024
92751213,COMPANHIA-DE-SEGUROS-PREVIDENCIA-DO-SUL---PREVISUL,customers-business,v1.5,28-03-2024
96348677,CertificaçãoAPICustomerBusiness,customers-business,v1.5,28-03-2024
01582075,Rio-Grande-Seguradora-Auth-Server-v1.4.0,customers-personal,v1.5,09-03-2024
01599296,CNP-Capitalização-OPIN-V.-1.0,customers-personal,v1.5,30-03-2024
01704513,SULAMERICA-B3-LINA-OPIN-Customers-v1.5.0,customers-personal,v1.5,26-03-2024
03209092,SANTANDER-CAPITALIZACAO-SA-CUSTOMERS-PERSONAL-14-M,customers-personal,v1.5,16-03-2024
03502099,CHUBB-B3-LINA-OPIN-Customers-v1.5.0,customers-personal,v1.5,02-03-2024
03546261,CardifVida-B3-LINA-OPIN-CustomerPersonal-v1.5.0,customers-personal,v1.5,10-05-2024
03730204,Functional-Tests-for-Customer-Personal-API---based,customers-personal,v1.5,19-04-2024
06109373,Safra-Seguros,customers-personal,v1.5,21-02-2024
07746953,LuizaSeg-B3-LINA-OPIN-CustomerPersonal-v1.5.0,customers-personal,v1.5,29-05-2024
07746953,LuizaSeguros-B3-LINA-OPIN-Customer-v1.5.0,customers-personal,v1.5,08-03-2024
08279191,CardifGarantias-B3-LINA-OPIN-CustomerPersonal-v1.5,customers-personal,v1.5,10-05-2024
11521976,-Open-Insurance-Brazil-v1.0.0,customers-personal,v1.5,26-03-2024
13615969,EVIDENCE-PREVIDENCIA-SA-CUSTOMERS-PERSONAL-15-MARC,customers-personal,v1.5,16-03-2024
15138043,Brasilcap,customers-personal,v1.5,10-02-2025
15138043,Open-Insurance-Fase-2,customers-personal,v1.5,15-03-2024
18096627,HDIGlobal-B3-LINA-OPIN-Customers-Person-v1.5,customers-personal,v1.5,26-03-2024
19449767,BTG-Pactual-Vida-e-Prev-OPIN-v1.0.0,customers-personal,v1.5,28-02-2024
21986074,Prudencial-B3-LINA-OPIN-Customers-v1.5.0,customers-personal,v1.5,05-04-2024
27665207,Brasilprev-Certificação,customers-personal,v1.5,03-04-2024
28196889,Customers-Personal-Certificação-Fase-2-Bloco-1-e-2,customers-personal,v1.5,20-03-2024
29408732,Opin-Brazil,customers-personal,v1.5,19-03-2024
29463393,GuruSeg-B3-Lina-OPIN-Customer-Personal-v1.5.0,customers-personal,v1.5,28-06-2024
29980158,HDI-Seguros-B3-Lina-OPIN-Customers-Person-v1.5,customers-personal,v1.5,22-03-2024
30617319,Santanderauto-B3-LINA-OPIN-Resources-v2.4.0,customers-personal,v1.5,22-03-2024
32724962,BTG-Pactual-Seguros-OPIN-v1.0.0,customers-personal,v1.5,28-02-2024
33055146,BS-CUSTOMER-PERSONAL-1.5.0,customers-personal,v1.5,12-03-2024
33164021,Tokio-Marine---Opin-Customers-Personal,customers-personal,v1.5,22-02-2024
33245762,Too-Seguros-Auth-Server-,customers-personal,v1.5,13-03-2024
34020354,Caixa-Seguradora-OPIN-V.-1.0,customers-personal,v1.5,25-03-2024
38155802,customer-personal-api-v1,customers-personal,v1.5,17-04-2024
38155804,Caixa-Capitalização-Auth-Server-v1.4.0,customers-personal,v1.5,09-03-2024
42283770,Icatu-Seguros-Auth-Server-v1.4.0,customers-personal,v1.5,09-03-2024
43368571,Neo-Customer-Personal-1.0,customers-personal,v1.5,07-10-2024
44187990,Darwin-B3-LINA-OPIN-Customers-v1.5.0,customers-personal,v1.5,20-03-2024
45865343,Justos-V1,customers-personal,v1.5,21-05-2024
49786401,OpIn,-OpIn,HDI,BR
61074175,MAPFRE-OP-v1,customers-personal,v1.5,28-02-2024
61100145,OpIn-Liberty-CustomersPersonal-1.5.0,customers-personal,v1.5,20-03-2024
61198164,Porto-Seguro---API-Customers-Personal---1.5.0,customers-personal,v1.5,14-03-2024
61383493,Open-Insurance-Brasil-v-1.5.0,customers-personal,v1.5,13-03-2024
61550141,OpIn-Liberty-CustomersPersonal-1.5.0,customers-personal,v1.5,19-03-2024
61557039,Itau-Seguros-Open-Insurance-Brazil-v1.4.0,customers-personal,v1.5,12-03-2024
61573796,Nexus-for-Open-Insurance-as-of-July-2023,customers-personal,v1.5,24-02-2024
61573796,Nexus-for-Open-Insurance-as-of-July-2023,customers-personal,v1.5,28-03-2024
72145931,SwissRe-B3-LINA-OPIN-Customers-v1.5.0,customers-personal,v1.5,13-04-2024
87376109,ZURICH-SANTANDER-BRASIL-PREVIDENCIA-SA-CUSTOMERS-P,customers-personal,v1.5,16-03-2024
87376109,ZURICH-SANTANDER-BRASIL-SEGUROS-AS-CUSTOMERS-PERSO,customers-personal,v1.5,16-03-2024
92751213,COMPANHIA-DE-SEGUROS-PREVIDENCIA-DO-SUL---PREVISUL,customers-personal,v1.5,28-03-2024
96348677,CertificaçãoAPICustomerPersonal,customers-personal,v1.5,28-03-2024
01582075,Rio-Grande-Seguradora-Auth-Server-v1.4.0,housing,v1.3,28-02-2024
28196889,Housing---Certificação-Fase-2-Bloco-5,housing,v1.3,27-02-2024
29463393,Guru-B3-Lina-OPIN-Habitacional-v1.3.0,housing,v1.3,09-09-2024
29980158,HDI-Seguros-B3-Lina-OPIN-Housing-v1.3.0,housing,v1.3,19-03-2025
33055146,BS-HOUSING-1.3.0,housing,v1.3,23-02-2024
33164021,Opin-Habitacional-,housing,v1.3,01-03-2024
33245762,Too-Seguros-Auth-Server-,housing,v1.3,22-02-2024
34020354,Caixa-Seguradora-OPIN-V.-1.0,housing,v1.3,27-02-2024
38155802,housing-api-v1,housing,v1.3,13-03-2024
42283770,Icatu-Seguros-Auth-Server-v1.4.0,housing,v1.3,28-02-2024
49786401,Habitacional---Fase-2,housing,v1.3,23-04-2024
49786401,Habitacional---Fase-2,housing,v1.3,29-03-2024
61074175,MAPFRE-OP-v1,housing,v1.3,15-02-2024
61550141,OpIn,Yelum,Housing,v1
61557039,Itau-Seguros-Open-Insurance-Brazil-v1.4.0,housing,v1.3,29-02-2024
61573796,Nexus-for-Open-Insurance-as-of-July-2023,housing,v1.3,17-02-2024
87376109,ZURICH-SANTANDER-BRASIL-PREVIDENCIA-SA-21-FEBRUARY,housing,v1.3,22-02-2024
96348677,CertificaçãoAPIHousing,housing,v1.3,24-02-2024
01582075,Rio-Grande-Seguradora-Auth-Server-v1.4.0,capitalization-title,v1.4,28-03-2024
01599296,CNP-Capitalização-OPIN-V.-1.0,capitalization-title,v1.4,18-04-2024
01599296,CNP-Capitalização-OPIN-V.-1.0,capitalization-title,v1.4,22-04-2024
03209092,SANTANDER-CAPITALIZACAO-SA-CAPITALIZATION-TITLE-25,capitalization-title,v1.4,26-03-2024
15138043,Brasilcap,capitalization-title,v1.4,10-02-2025
15138043,Open-insurance-fase-2-v1.4.0,capitalization-title,v1.4,03-04-2024
29463393,Guru-B3-Lina-OPIN-Capitalization-v1.4.0,capitalization-title,v1.4,30-09-2024
33055146,bs-capitalization-1.4.0,capitalization-title,v1.4,28-03-2024
38155804,Caixa-Capitalização-Auth-Server-v1.4.0,capitalization-title,v1.4,29-03-2024
42283770,Icatu-Seguros-Auth-Server-v1.4.0,capitalization-title,v1.4,28-03-2024
61074175,MAPFRE-OP-v1,capitalization-title,v1.4,26-03-2024
61198164,Porto-Seguro---Capitalization-Title-v1.4.0,capitalization-title,v1.4,12-04-2024
61557039,Itau-Seguros-Open-Insurance-Brazil-v1.4.0,capitalization-title,v1.4,26-03-2024
96348677,CertificaçãoAPICapitalization,capitalization-title,v1.4,28-03-2024
01704513,Sulamerica-B3-LINA-OPIN-Financial-Assistence-v1.2.,financial-assistance,v1.2,03-05-2024
01704513,Sulamérica-B3-Lina-Financial,Assistance-v1.2.0,financial-assistance,v1
29463393,Guru-B3-Lina-OPIN-Financial-Assistence-v1.2.0,financial-assistance,v1.2,26-09-2024
01582075,Rio-Grande-Seguradora-Auth-Server-v1.4.0,life-pension,v1.4,22-03-2024
01704513,Sulamerica-B3-LINA-OPIN-LifePension-v1.4.0,life-pension,v1.4,19-04-2024
03730204,Insurance-Life-Pension,life-pension,v1.4,02-07-2024
06109373,FASE2BLOCO6LP,life-pension,v1.4.0,18-03-2024
13615969,EVIDENCE-PREVIDENCIA-SA-LIFEPENSION140-23-MARCH-20,life-pension,v1.4,26-03-2024
19449767,BTG-Pactual-Vida-e-Prev-OPIN-v1.0.0,life-pension,v1.4.0,18-03-2024
27665207,Brasilprev-Certificação,life-pension,v1.4,03-04-2024
29408732,Opin-Brazil,life-pension,v1.4,03-04-2024
29463393,Guru-B3-Lina-OPIN-Life-Pension-v1.4.0,life-pension,v1.4,27-09-2024
33055146,BS-LIFE-PENSION-1.4.0,life-pension,v1.4,26-03-2024
42283770,Icatu-Seguros-Auth-Server-v1.4.0,life-pension,v1.4.0,19-03-2024
61074175,MAPFRE-OP-v1,life-pension,v1.4,03-04-2024
61198164,Porto-Seguro---Life-Pension---1.4.0,life-pension,v1.4,10-04-2024
61557039,1.4.0,life-pension,v1.4,05-05-2025
87376109,ZURICH-SANTANDER-BRASIL-SEGUROS-SA-LIFEPENSION140-,life-pension,v1.4,26-03-2024
92661388,Itau-Vida-e-Prev.-Open-Insurance-Brazil-v1.4.0,life-pension,v1.4,26-03-2024
96348677,CertificaçãoAPILifePension,life-pension,v1.4,28-03-2024
01582075,Rio-Grande-Seguradora-Auth-Server-v1.4.0,pension-plan,v1.4,26-03-2024
01704513,Sulamerica-B3-LINA-OPIN-PensionPlan-v1.4.0,pension-plan,v1.4,29-04-2024
03730204,pension-plan,test-plan,v1.0,pension-plan
13615969,EVIDENCE-PREVIDENCIA-SA-PENSIONPLAN140-23-MARCH-20,pension-plan,v1.4,26-03-2024
27665207,Brasilprev-Certificação,pension-plan,v1.4,03-04-2024
29463393,Guru-B3-Lina-OPIN-Pension-Plan-v1.4.0,pension-plan,v1.4,26-09-2024
33055146,BS-PENSION-PLAN-1.4.0,pension-plan,v1.4,26-03-2024
42283770,Icatu-Seguros-Auth-Server-v1.4.0,pension-plan,v1.4,26-03-2024
61074175,MAPFRE-OP-v1,pension-plan,v1.4,02-04-2024
61074175,MAPFRE-OP-v1,pension-plan,v1.4,13-04-2024
61198164,Porto-Seguro---API-Pension-Plan--1.4.0,pension-plan,v1.4,09-04-2024
61557039,1.4.0,pension-plan,v1.4,05-05-2025
87376109,ZURICH-SANTANDER-BRASIL-SEGUROS-SA-PERSONPLAN140-2,pension-plan,v1.4,26-03-2024
92661388,Itau-Vida-e-Prev.-Open-Insurance-Brazil-v1.4.0,pension-plan,v1.4,26-03-2024
14723379,Mock-OPIN-Phase-2-APIs,person,v1.6.0,28-05-2025
61074175,MAPFRE,OP,v1.0,person
87376109,ZURICH-SANTANDER-BRASIL-SEGUROS-SA-PERSON-2-MAY-25,person,v1.6.0,14-05-2025
03502099,CHUBB-B3-LINA-OPIN-Patrimonial-v1.4.0,patrimonial,v1.4-RL-CC-EM-LC-RE-RD,28-02-2024
06109373,FASE2BLOCO1PAT,patrimonial,v1.4-RL-CC-EM-RNRO-GB-LC-RE-AB-RD-GE-,13-04-2024
06109373,SafraFASE2Bloco5Garantia,patrimonial,v1.4-GE,20-02-2024
07746953,LuizaSeguros-B3-LINA-OPIN-Patrimonial-v1.4.0,patrimonial,v1.4-GE,08-03-2024
08279191,CardifGar-B3-LINA-OPIN-Patrimonial-v1.4.0,patrimonial,v1.4-RL-EM-RD-GE,02-03-2024
08279191,CardifSeguros-B3-LINA-OPIN-Patrimonial-v1.4.0,patrimonial,v1.4-RL-EM-RD,10-02-2024
11521976,Open-Insurance-Brazil-v1.0.0,patrimonial,v1.4-EM-LC,03-04-2024
18096627,HDIGlobal-B3-LINA-OPIN-Patrimonial-v1.4.0,patrimonial,v1.4-EM-RE-RD-LC,29-03-2024
28196889,Patrimonial---Certificação-Fase-2-Bloco-1-e-2,patrimonial,v1.4-RL-CC-EM-LC-RD,20-03-2024
29463393,Guru-B3-Lina-OPIN-Patrimonial-v1.4.0,patrimonial,v1.4-RL-CC-EM-RNRO-GB-LC-RE-AB-RD-GE,09-09-2024
29980158,HDI-Seguros-B3-Lina-OPIN-ins-patrimonial-v1.4.0,patrimonial,v1.4-RL-EM-CC-RD,02-04-2024
33055146,BS-PATRIMONIAL-1.4.0,patrimonial,v1.4-RL-CC-EM-RD,09-03-2024
33164021,Opin-Patrimonial-RL-CC-EM-RE-RD-GE,patrimonial,v1.4-RL-CC-EM-RE-RD-GE,01-03-2024
33164021,Opin-Patrimonial-RL-CC-EM-RE-RD-GE,patrimonial,v1.4-RL-CC-EM-RE-RD-GE,29-02-2024
33164021,Opin-Patrimonial-RL-CC-EM-RE-RD,patrimonial,v1.4-RL-EM-CC-RE-RD,22-02-2024
33245762,Too-Seguros-Auth-Server,patrimonial,v1.4-RL-RD,08-03-2024
34020354,Caixa-Seguradora-OPIN-V.-1.0,patrimonial,v1.4-RL-EM,22-03-2024
34020354,Youse-OPIN-V.-1.0,patrimonial,v1.4-RL-EM,22-03-2024
38155802,patrimonial-api-v1,patrimonial,v1.4-RL,16-04-2024
49786401,OpIn-HDIBrasil-Patrimonial-v1.4,patrimonial,v1.4-RL-CC-EM,29-07-2024
61074175,MAPFRE-OP-v1,patrimonial,v1.4-GE,15-02-2024
61074175,MAPFRE-OP-v1,patrimonial,v1.4-RD,07-03-2024
61074175,MAPFRE,OP,v1.0,patrimonial
61198164,Porto-Seguro---API-Patrimonial---1.4.0,patrimonial,v1.4-RL-CC-EM-RD,14-03-2024
61383493,Open-Insurance-Brasil-v-1.4.0,patrimonial,v1.4-EM-RE-RD,29-03-2024
61550141,OpIn-Liberty-Patrimonial-1.3.0,patrimonial,v1.4-RL-CC-EM-RNRO-LC-RE-RD-GE,22-02-2024
61550141,OpIn-Liberty-Patrimonial-1.4.0,patrimonial,v1.4-RL-CC-EM-RE-AB-RD-GE,16-03-2024
61557039,Itau-Seguros-Open-Insurance-Brazil-v1.4.0,patrimonial,v1.4-EM-RD,12-03-2024
61573796,Nexus-for-Open-Insurance-as-of-July-2023,patrimonial,v1.4-RL-CC-EM-RNRO-GB-LC-RE-AB-RD-GE,17-02-2024
72145931,SwissRe-B3-LINA-OPIN-Patrimonial-v1.4.0,patrimonial,v1.4-RE-EM,01-03-2024
87376109,ZURICH-SANTANDER-BRASIL-SEGUROS-SA-PATRIMONIALPFPJ,patrimonial,v1.4-RL-RD-EM-LC,20-03-2024
92751213,COMPANHIA-DE-SEGUROS-PREVIDENCIA-DO-SUL---PREVISUL,patrimonial,v1.4-RL-EM-RD,11-07-2024
92751213,COMPANHIA-DE-SEGUROS-PREVIDENCIA-DO-SUL---PREVISUL,patrimonial,v1.4-RL-EM,28-03-2024
96348677,CertificaçãoAPIPatrimonial,patrimonial,v1.4-RL-CC-EM-RE-RD-GE,05-03-2024
96348677,CertificaçãoAPIPatrimonial,patrimonial,v1.4-RL-CC-EM-RE-RD-GE,24-02-2024
01582075,Rio-Grande-Seguradora-Auth-Server-v1.4.0,resources,v2.4,02-03-2024
01599296,CNP-Capitalização-OPIN-V.-1.0,resources,v2.4,30-03-2024
01704513,SULAMERICA-B3-LINA-OPIN-Resources-v2.4.0,resources,v2.4,23-03-2024
03209092,SANTANDER-CAPITALIZACAO-SA-RESOURCES-14-MARCH-2024,resources,v2.4,16-03-2024
03502099,CHUBB-B3-LINA-OPIN-Resources-v2.4.0,resources,v2.4,02-03-2024
03546261,CardifVida-B3-LINA-OPIN-Resources-v2.4.0,resources,v2.4,21-05-2024
03730204,Functional-Tests-for-Resources-API---based-on-Swag,resources,v2.4,19-04-2024
06109373,FASE-2-bloco-1----resources-v2.4,resources,v2.4,21-02-2024
07746953,LuizaSeguros-B3-LINA-OPIN-Resources-v2.4.0,resources,v2.4,08-03-2024
08279191,CardifGarantia-B3-LINA-OPIN-Resources-v2.4.0,resources,v2.4,21-05-2024
11521976,-Open-Insurance-Brazil-v1.0.0,resources,v2.4,30-03-2024
13615969,EVIDENCE-PREVIDENCIA-SA-RESOURCES-14-MARCH-2024,resources,v2.4,16-03-2024
15138043,Brasilcap,resources,v2.4,10-02-2025
15138043,Open-Insurance-Fase-2,resources,v2.4,15-03-2024
18096627,HDIGlobal-B3-LINA-OPIN-Resources-v2.4.0,resources,v2.4,23-03-2024
19449767,BTG-Pactual-Vida-e-Prev-OPIN-v1.0.0,resources,v2.4,05-03-2024
21986074,Prudencial-B3-LINA-OPIN-Resources-v2.4.0,resources,v2.4,03-04-2024
27665207,Brasilprev-Certificação,resources,v2.4,03-04-2024
28196889,Resources---Certificação-Fase-2-Bloco-1-e-2,resources,v2.4,20-03-2024
29408732,Opin-Brazil,resources,v2.4,16-03-2024
29463393,GuruSeg-B3-Lina-OPIN-Resources-v2.4.0,resources,v2.4,28-06-2024
29980158,HDI-Seguros-B3-Lina-OPIN-Resources-v2.4.0,resources,v2.4,22-03-2024
30617319,-Santanderauto-B3-LINA-OPIN-Resources-v2.4.0,resources,v2.4,22-03-2024
32724962,BTG-Pactual-Seguros-OPIN-v1.0.0,resources,v2.4,05-03-2024
33055146,BS-RESOURCES-2.4.0,resources,v2.4,09-03-2024
33164021,Open-Insurance-Brasil-API-Resources,resources,v2.4,22-03-2024
33245762,Too-Seguros-Auth-Server-,resources,v2.4,09-03-2024
34020354,Caixa-Seguradora-OPIN-V.-1.0,resources,v2.4,20-03-2024
34020354,Youse-OPIN-V.-1.0,resources,v2.4,03-04-2024
38155802,resources-api-v2,resources,v2.4,16-04-2024
38155804,Caixa-Capitalização-Auth-Server-v1.4.0,resources,v2.4,02-03-2024
42283770,Icatu-Seguros-Auth-Server-v1.4.0,resources,v2.4,02-03-2024
43368571,Neo-Resources-1.0,resources,v2.4,07-10-2024
43368571,Neo-Resources-2.4,resources,v2.4,11-04-2025
44187990,Darwin-B3-LINA-OPIN-Resources-v2.4.0,resources,v2.4,20-03-2024
45865343,Justos-V1,resources,v2.4,21-05-2024
49786401,OpIn-HDIBrasil-Resources-v2.4.0,resources,v2.4,29-07-2024
61074175,MAPFRE-OP-v1,resources,v2.4,28-02-2024
61100145,OpIn-Indiana-Resources-2.4.0,resources,v2.4,26-03-2024
61198164,Porto-Seguro---API-Resources---2.4.0,resources,v2.4,22-03-2024
61383493,Open-Insurance-Brasil-v-2.4.0,resources,v2.4,15-03-2024
61550141,OpIn-Liberty-Resources-2.4.0,resources,v2.4,25-04-2024
61557039,Itau-Seguros-Open-Insurance-Brazil-v1.4.0,resources,v2.4,22-03-2024
61573796,Nexus-for-Open-Insurance-as-of-July-2023,resources,v2.4,28-03-2024
72145931,SwissRe-B3-LINA-OPIN-Resources-v2.4.0,resources,v2.4,09-04-2024
87376109,ZURICH-SANTANDER-BRASIL-PREVIDENCIA-SA-RESOURCES-1,resources,v2.4,16-03-2024
87376109,ZURICH-SANTANDER-BRASIL-SEGUROS-SA-RESOURCES-13-MA,resources,v2.4,16-03-2024
92751213,COMPANHIA-DE-SEGUROS-PREVIDENCIA-DO-SUL---PREVISUL,resources,v2.4,28-03-2024
96348677,CertificaçãoAPIResources,resources,v2.4,06-04-2024
03502099,CHUBB-B3-LINA-OPIN-Responsabilidade-v1.3.0,responsibility,v1.3,12-10-2023
06109373,APIs-FASE-2-bloco-3-rp,responsibility,v1.3,28-10-2023
11521976,Open-Insurance-Brazil-v1.0.0,responsibility,v1.3,10-02-2024
18096627,HDI-Global-B3-Lina-OPIN-ins-patrimonial-v1.3.0,responsibility,v1.3,08-11-2023
29463393,Guru-B3-Lina-OPIN-Responsibility-v1.3.0,responsibility,v1.3,09-09-2024
29980158,HDI-Seguros-B3-Lina-OPIN-ins-patrimonial-v1.3.0,responsibility,v1.3,08-11-2023
33164021,Tokio-Marine---Opin-responsabilidade,responsibility,v1.3,19-10-2023
61074175,MAPFRE-OP-v1,responsibility,v1.3,12-11-2023
61198164,Porto-Seguro---API-Responsibility---1.3.0,responsibility,v1.3,07-11-2023
61383493,Open-Insurance-Brasil-v.1.,responsibility,v1.3,10-11-2023
